star_rating,total_contribution
1.0,0.0
1.01,1.2500026041764334
1.02,2.500020833645841
1.03,3.750070314873146
1.04,5.000166676667385
1.05,6.250325551354323
1.06,7.500562575949713
1.07,8.750893393333447
1.08,10.0013336534248
1.09,11.251899014359005
1.1,12.502605143665356
1.11,13.753467719447091
1.12,15.004502431563251
1.1300000000000001,16.25572498281275
1.1400000000000001,17.507151090120896
1.1500000000000001,18.758796485728535
1.1600000000000001,20.010676918384124
1.1700000000000002,21.262808154538885
1.1800000000000002,22.515205979545303
1.1900000000000002,23.767886198859212
1.2000000000000002,25.020864639245655
1.2100000000000002,26.274157149988792
1.2200000000000002,27.52777960410605
1.2300000000000002,28.781747899566827
1.2400000000000002,30.036077960515843
1.2500000000000002,31.290785738501533
1.2600000000000002,32.54588721370965
1.2700000000000002,33.80139839620229
1.2800000000000002,35.05733532716259
1.2900000000000003,36.313714080145495
1.3000000000000003,37.57055076233452
1.3100000000000003,38.82786151580519
1.3200000000000003,40.085662518794884
1.3300000000000003,41.34396998697993
1.3400000000000003,42.602800174759686
1.3500000000000003,43.86216937654819
1.3600000000000003,45.122093928073454
1.3700000000000003,46.382590207684885
1.3800000000000003,47.64367463766881
1.3900000000000003,48.90536368557265
1.4000000000000004,50.16767386553783
1.4100000000000004,51.43062173964182
1.4200000000000004,52.6942239192495
1.4300000000000004,53.95849706637419
1.4400000000000004,55.223457895048625
1.4500000000000004,56.48912317270616
1.4600000000000004,57.75550972157246
1.4700000000000004,59.022634420068066
1.4800000000000004,60.29051420422206
1.4900000000000004,61.559166069097174
1.5000000000000004,62.82860707022658
1.5100000000000005,64.09885432506285
1.5200000000000005,65.36992501443927
1.5300000000000005,66.64183638404377
1.5400000000000005,67.91460574590599
1.5500000000000005,69.18825047989773
1.5600000000000005,70.462788035247
1.5700000000000005,71.73823593206626
1.5800000000000005,73.01461176289502
1.5900000000000005,74.29193319425715
1.6000000000000005,75.57021796823346
1.6100000000000005,76.84948390404963
1.6200000000000006,78.12974889968008
1.6300000000000006,79.41103093346815
1.6400000000000006,80.69334806576283
1.6500000000000006,81.97671844057254
1.6600000000000006,83.26116028723645
1.6700000000000006,84.54669192211345
1.6800000000000006,85.83333175028962
1.6900000000000006,87.12109826730419
1.7000000000000006,88.41001006089466
1.7100000000000006,89.70008581276154
1.7200000000000006,90.99134430035299
1.7300000000000006,92.28380439866999
1.7400000000000007,93.5774850820923
1.7500000000000007,94.87240542622602
1.7600000000000007,96.16858460977275
1.7700000000000007,97.46604191642126
1.7800000000000007,98.764796736762
1.7900000000000007,100.06486857022493
1.8000000000000007,101.36627702704119
1.8100000000000007,102.66904183022923
1.8200000000000007,103.97318281760596
1.8300000000000007,105.27871994382312
1.8400000000000007,106.58567328243001
1.8500000000000008,107.89406302796264
1.8600000000000008,109.20390949806021
1.8700000000000008,110.51523313560925
1.8800000000000008,111.82805451091632
1.8900000000000008,113.14239432390957
1.9000000000000008,114.45827340637018
1.9100000000000008,115.77571272419388
1.9200000000000008,117.09473337968352
1.9300000000000008,118.41535661387334
1.9400000000000008,119.73760380888554
1.9500000000000008,121.06149649031977
1.9600000000000009,122.38705632967655
1.9700000000000009,123.71430514681501
1.9800000000000009,125.04326491244593
1.9900000000000009,126.37395775066085
2.000000000000001,127.70640594149779
2.0100000000000007,129.0406319235447
2.020000000000001,130.3766582965813
2.030000000000001,131.71450782426007
2.040000000000001,133.05420343682718
2.0500000000000007,134.3957682338851
2.060000000000001,135.7392254871961
2.070000000000001,137.08459864352912
2.080000000000001,138.43191132755018
2.0900000000000007,139.78118734475765
2.100000000000001,141.13245068446307
2.110000000000001,142.48572552281823
2.120000000000001,143.8410362258906
2.130000000000001,145.19840735278723
2.140000000000001,146.55786365882827
2.1500000000000012,147.91943009877156
2.160000000000001,149.2831318300893
2.170000000000001,150.64899421629798
2.180000000000001,152.01704283034252
2.1900000000000013,153.3873034580359
2.200000000000001,154.759802101556
2.210000000000001,156.13456498300044
2.220000000000001,157.51161854800054
2.2300000000000013,158.8909894693963
2.240000000000001,160.27270465097317
2.250000000000001,161.65679123126324
2.260000000000001,163.04327658741008
2.2700000000000014,164.43218833910083
2.280000000000001,165.82355435256622
2.290000000000001,167.21740274464975
2.300000000000001,168.61376188694834
2.3100000000000014,170.01266041002515
2.320000000000001,171.41412720769708
2.330000000000001,172.8181914413989
2.340000000000001,174.2248825446241
2.3500000000000014,175.6342302274463
2.360000000000001,177.04626448112163
2.370000000000001,178.46101558277516
2.3800000000000012,179.87851410017208
2.3900000000000015,181.29879089657612
2.4000000000000012,182.72187713569826
2.410000000000001,184.1478042867361
2.4200000000000013,185.5766041295074
2.4300000000000015,187.00830875967912
2.4400000000000013,188.4429505940952
2.450000000000001,189.88056237620464
2.4600000000000013,191.3211771815923
2.4700000000000015,192.76482842361548
2.4800000000000013,194.21154985914825
2.490000000000001,195.66137559443686
2.5000000000000013,197.11434009106773
2.5100000000000016,198.57047817205196
2.5200000000000014,200.02982502802848
2.530000000000001,201.49241622358957
2.5400000000000014,202.95828770373046
2.5500000000000016,204.42747580042712
2.5600000000000014,205.90001723934535
2.570000000000001,207.37594914668406
2.5800000000000014,208.85530905615636
2.5900000000000016,210.33813491611127
2.6000000000000014,211.8244650968011
2.610000000000001,213.3143383977966
2.6200000000000014,214.8077940555543
2.6300000000000017,216.30487175114004
2.6400000000000015,217.80561161811244
2.6500000000000012,219.3100542505707
2.6600000000000015,220.81824071137058
2.6700000000000017,222.33021254051314
2.6800000000000015,223.84601176371058
2.6900000000000013,225.36568090113454
2.7000000000000015,226.88926297635032
2.7100000000000017,228.4168015254429
2.7200000000000015,229.94834060633954
2.7300000000000013,231.48392480833442
2.7400000000000015,233.02359926182038
2.7500000000000018,234.56740964823285
2.7600000000000016,236.1154022102131
2.7700000000000014,237.6676237619954
2.7800000000000016,239.22412170002474
2.790000000000002,240.7849440138109
2.8000000000000016,242.35013929702612
2.8100000000000014,243.9197567588528
2.8200000000000016,245.49384623558745
2.830000000000002,247.0724582025085
2.8400000000000016,248.65564378601576
2.8500000000000014,250.24345477604865
2.8600000000000017,251.83594363879052
2.870000000000002,253.43316352966815
2.8800000000000017,255.0351683066539
2.8900000000000015,256.6420125438803
2.9000000000000017,258.2537515455744
2.910000000000002,259.8704413603221
2.9200000000000017,261.49213879567225
2.9300000000000015,263.1189014330894
2.9400000000000017,264.7507876432662
2.950000000000002,266.38785660180577
2.9600000000000017,268.03016830528367
2.9700000000000015,269.67778358770397
2.9800000000000018,271.330764137357
2.990000000000002,272.9891725140937
3.0000000000000018,274.65307216702774
3.0100000000000016,276.322527452679
3.020000000000002,277.99760365357173
3.030000000000002,279.6783669972996
3.040000000000002,281.3648846760747
3.0500000000000016,283.05722486677394
3.060000000000002,284.75545675149687
3.070000000000002,286.45965053865353
3.080000000000002,288.16987748459667
3.0900000000000016,289.88620991581706
3.100000000000002,291.608721251718
3.110000000000002,293.3374860279886
3.120000000000002,295.07257992059453
3.1300000000000017,296.81407977040647
3.140000000000002,298.56206360848563
3.150000000000002,300.31661068204863
3.160000000000002,302.0778014811339
3.1700000000000017,303.845717765992
3.180000000000002,305.6204425952242
3.190000000000002,307.402060354693
3.200000000000002,309.19065678723206
3.2100000000000017,310.98631902318124
3.220000000000002,312.78913561177393
3.230000000000002,314.5991965534064
3.240000000000002,316.41659333281933
3.2500000000000018,318.2414189532222
3.260000000000002,320.0737679713927
3.2700000000000022,321.9137365337859
3.280000000000002,323.7614224136868
3.290000000000002,325.6169250494455
3.300000000000002,327.48034558382955
3.3100000000000023,329.35178690453535
3.320000000000002,331.2313536859
3.330000000000002,333.11915243185564
3.340000000000002,335.01529152017105
3.3500000000000023,336.91988124802816
3.360000000000002,338.8330338789813
3.370000000000002,340.7548636913506
3.380000000000002,342.6854870281019
3.3900000000000023,344.62502234826843
3.400000000000002,346.5735902799731
3.410000000000002,348.53131367510997
3.420000000000002,350.498317665749
3.4300000000000024,352.4747297223283
3.440000000000002,354.4606797137046
3.450000000000002,356.45629996913186
3.460000000000002,358.46172534224365
3.4700000000000024,360.47709327711675
3.480000000000002,362.5025438765
3.490000000000002,364.53821997229187
3.500000000000002,366.58426719835717
3.5100000000000025,368.640834065778
3.5200000000000022,370.70807204063493
3.530000000000002,372.7861356244241
3.5400000000000023,374.8751824372161
3.5500000000000025,376.97537330366987
3.5600000000000023,379.0868723420226
3.570000000000002,381.2098470561763
3.5800000000000023,383.3444684310146
3.5900000000000025,385.49091103108526
3.6000000000000023,387.64935310279225
3.610000000000002,389.8199766802491
3.6200000000000023,392.0029676949514
3.6300000000000026,394.198516089435
3.6400000000000023,396.40681593509595
3.650000000000002,398.6280655543566
3.6600000000000024,400.86246764737
3.6700000000000026,403.11022942346807
3.6800000000000024,405.37156273756926
3.690000000000002,407.64668423176977
3.7000000000000024,409.93581548235784
3.7100000000000026,412.239183152503
3.7200000000000024,414.5570191508836
3.730000000000002,416.8895607965347
3.7400000000000024,419.2370509902078
3.7500000000000027,421.5997383925578
3.7600000000000025,423.9778776094824
3.7700000000000022,426.3717293849649
3.7800000000000025,428.78156080178536
3.7900000000000027,431.2076454904894
3.8000000000000025,433.6502638470272
3.8100000000000023,436.10970325949626
3.8200000000000025,438.58625834444996
3.8300000000000027,441.0802311932592
3.8400000000000025,443.5919316290471
3.8500000000000023,446.1216774747444
3.8600000000000025,448.6697948328481
3.8700000000000028,451.2366183775029
3.8800000000000026,453.82249165956296
3.8900000000000023,456.42776742533175
3.9000000000000026,459.0528079497229
3.910000000000003,461.6979853846323
3.9200000000000026,464.36368212336316
3.9300000000000024,467.0502911819999
3.9400000000000026,469.75821659868507
3.950000000000003,472.487873851818
3.9600000000000026,475.2396902982625
3.9700000000000024,478.01410563272265
3.9800000000000026,480.8115723695261
3.990000000000003,483.6325563481385
4.000000000000003,486.4775372638291
4.0100000000000025,489.34700922500076
4.020000000000003,492.2414813388107
4.030000000000003,495.1614783268214
4.040000000000003,498.1075411725524
4.0500000000000025,501.0802278029327
4.060000000000002,504.0801138058102
4.070000000000003,507.1077931858301
4.080000000000003,510.16387916117066
4.0900000000000025,513.2490050038202
4.100000000000003,516.363824926275
4.110000000000003,519.5090150177763
4.120000000000003,522.6852742334432
4.130000000000003,525.8933254399288
4.140000000000002,529.13391652152
4.150000000000003,532.4078215509238
4.160000000000003,535.715842029334
4.170000000000003,539.0588082007565
4.180000000000003,542.4375804459938
4.190000000000003,545.8530507621531
4.200000000000003,549.3061443340558
4.210000000000003,552.7978212044828
4.220000000000002,556.3290780508095
4.230000000000003,559.9009500762714
4.240000000000003,563.5145130248474
4.250000000000003,567.170885329592
4.260000000000003,570.8712304051578
4.270000000000003,574.6167590962833
4.280000000000003,578.4087322951588
4.290000000000003,582.2484637418366
4.3000000000000025,586.1373230232705
4.310000000000003,590.076738788131
4.320000000000003,594.0682021963024
4.330000000000003,598.1132706239225
4.340000000000003,602.213571647024
4.350000000000003,606.3708073293012
4.360000000000003,610.5867588423024
4.370000000000003,614.8632914494522
4.380000000000003,619.2023598888463
4.390000000000003,623.606014193724
4.400000000000003,628.07640599403
4.410000000000003,632.6157953475931
4.4200000000000035,637.2265581552418
4.430000000000003,641.9111942208037
4.440000000000003,646.6723360244871
4.450000000000003,651.5127582867735
4.460000000000003,656.4353884098729
4.470000000000003,661.4433178951755
4.480000000000003,666.5398148482641
4.490000000000003,671.7283376982249
4.5000000000000036,677.0125502755544
4.510000000000003,682.3963384133789
4.520000000000003,687.8838282604889
4.530000000000003,693.4794065224604
4.540000000000003,699.1877428797169
4.550000000000003,705.0138148696782
4.560000000000003,710.9629355653199
4.570000000000003,717.0407844359734
4.580000000000004,723.2534418397531
4.590000000000003,729.6074276728327
4.600000000000003,736.1097447916122
4.610000000000003,742.7679279330118
4.620000000000003,749.590098990067
4.6300000000000034,756.5850296600606
4.640000000000003,763.7622126776049
4.650000000000003,771.1319430842827
4.660000000000004,778.7054112811104
4.6700000000000035,786.4948099751967
4.680000000000003,794.5134575869891
4.690000000000003,802.775941255127
4.700000000000003,811.298283296396
4.7100000000000035,820.098135894217
4.720000000000003,829.1950099623962
4.730000000000003,838.6105456457761
4.740000000000004,848.3688338920649
4.7500000000000036,858.4968011212902
4.760000000000003,869.0246724588219
4.770000000000003,879.9865336096279
4.780000000000003,891.4210177050223
4.790000000000004,903.3721520368357
4.800000000000003,915.8904115324159
4.810000000000003,929.0340426683157
4.820000000000004,942.870745662292
4.830000000000004,957.4798379836523
4.840000000000003,972.9550745276621
4.850000000000003,989.408379170055
4.860000000000003,1006.9748657034925
4.870000000000004,1025.8197227389737
4.8800000000000034,1046.147860017477
4.890000000000003,1068.2177620118835
4.900000000000004,1092.3619631167653
4.910000000000004,1119.018347607869
4.9200000000000035,1148.7799625336586
4.930000000000003,1182.4782681448955
4.940000000000003,1221.3309980047832
4.950000000000004,1267.2260505550767
4.9600000000000035,1323.3262061811454
4.970000000000003,1395.560597530554
4.980000000000004,1497.2403542225156
4.990000000000004,1670.840236441663
